개방시설명,개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자,
기장종합사회복지관,기장종합사회복지관,강당,매주 일요일,09:00,21:00,09:00,18:00,Y,2,30000,1,33000,0,,"음향장비, 빔프로젝터, 냉난방기","방문,전화",http://www.gijangcmc.or.kr/welfare/05_intro/01_intro.asp,부산광역시 기장군 기장읍 대라리 175-3,부산광역시 기장군 기장읍 대라리 175-3,기장군도시관리공단,기장종합사회복지관,051-792-4730,http://gijangcmc.or.kr,35.236992,129.213644,2018-02-14,
월드컵빌리지,월드컵빌리지,풋살경기장,없음,09:00,22:00,09:00,22:00,Y,1,30000,0,0,0,140066,,팩스,http://www.gijangcmc.or.kr/worldcup/04_intro/01_intro.asp,부산광역시 기장군 일광면 원리 39,부산광역시 기장군 일광면 원리 39,기장군도시관리공단,월드컵빌리지,051-792-4780,http://gijangcmc.or.kr,35.306055,129.242983,2018-02-14,
기장군노인복지관(본관),기장군노인복지관(본관),강당,매주 일요일/법정 공휴일/근로자의날,09:00,18:00,09:00,13:00,Y,2,20000,1,22000,100,205,"음향장비, 빔프로젝터, 냉난방기","방문, 전화",http://www.gijangcmc.or.kr/nosasa/05_intro/01_intro.asp,부산광역시 기장군 기장읍 대라리 186-8,부산광역시 기장군 기장읍 대라리 186-8,기장군도시관리공단,기장군노인복지관(본관),051-792-4760,http://gijangcmc.or.kr,35.2351006,129.210401,2018-02-14,
기장군노인복지관(분관),기장군노인복지관(분관),강의실,일요일 및 공휴일,09:00,18:00,09:00,13:00,Y,0,20000,0,0,0,1542.3,,방문,http://www.gijangcmc.or.kr/nosasa/05_intro/01_intro.asp,부산광역시 기장군 일광면 이천리 930-2,부산광역시 기장군 일광면 이천리 930-2,기장군도시관리공단,기장군노인복지관(분관),051-792-4870,http://gijangcmc.or.kr,35.267778,129.236742,2018-02-14,
장안읍노인회관,장안읍노인회관,강의실,"토, 일 및 공휴일",09:00,18:00,00:00,00:00,Y,0,"1,500",0,0,0,807,,방문,http://www.gijangcmc.or.kr/culture/culture08.asp,부산광역시 기장군 장안읍 좌천2길 43-3,부산광역시 기장군 장안읍 좌천리 328,기장군도시관리공단,장안읍노인회관,051-792-4910,http://gijangcmc.or.kr,35.3147628,129.2400042,2018-02-14,
기장제1공영주차장,기장제1공영주차장,기타,연중무휴,00:00,00:00,00:00,00:00,Y,10,200,10,200,183,3055.81,"버스대합실, 작은도서관,화장실,자전거보관함,TV",방문,http://www.gijangcmc.or.kr/parking/04_intro/01_intro.asp,부산광역시 기장군 기장읍 동부리 280-9,부산광역시 기장군 기장읍 동부리 280-9,기장군도시관리공단,기장제1공영주차장,051-792-4850,http://gijangcmc.or.kr,35.244999,129.216782,2018-02-14,
동부근린주차장,동부근린주차장,기타,연중무휴,00:00,00:00,00:00,00:00,Y,10,200,10,200,100,1414.9,,방문,http://www.gijangcmc.or.kr/parking/04_intro/01_intro.asp,부산광역시 기장군 기장읍 동부리 151-8,부산광역시 기장군 기장읍 동부리 151-8,기장군도시관리공단,동부근린주차장,051-792-4850,http://gijangcmc.or.kr,35.249691,129.216855,2018-02-14,
군민체육공원,군민체육공원,기타,매주 월요일,09:00,22:00,06:00,19:00,Y,3,2000,0,0,0,787.78,"샤워실, 탈의실, 사물함","방문,인터넷접수",http://www.gijangcmc.or.kr/gmspo/05_intro/01_intro.asp,부산광역시 기장군 일광면 원리 39,부산광역시 기장군 일광면 원리 39,기장군도시관리공단,군민체육공원,051-792-4770,http://gijangcmc.or.kr,35.306055,129.242983,2018-02-14,
기장생활체육공원,기장생활체육공원,기타,매주 월요일,06:00,22:00,06:00,19:00,Y,2.5,"2,000",0,0,0,945,"샤워실,탈의실",방문,http://www.gijangcmc.or.kr/gjspo/05_intro/01_intro.asp,부산광역시 기장군 기장읍 차성서로 109번길 24,부산광역시 기장군 기장읍 차성서로 109번길 24,기장군도시관리공단,기장생활체육공원,051-792-4790,http://gijangcmc.or.kr,35.245185,129.208638,2018-02-14,
월드컵빌리지,월드컵빌리지,축구장,없음,09:00,22:00,09:00,22:00,Y,1,50000,0,0,0,140066,,팩스,http://www.gijangcmc.or.kr/worldcup/04_intro/01_intro.asp,부산광역시 기장군 일광면 원리 39,부산광역시 기장군 일광면 원리 39,기장군도시관리공단,월드컵빌리지,051-792-4780,http://gijangcmc.or.kr,35.306055,129.242983,2018-02-14,
능리저류지 배드민턴장,능리저류지,배드맨턴장,N,06:00,23:00,06:00,23:00,N,,,,,,593,,,,경기도 화성시 능동 1172,경기도 화성시 능동 1172,화성도시공사,,,,37.1969711,127.0506953,2017-11-21,
월드컵빌리지,월드컵빌리지,축구장,없음,09:00,22:00,09:00,22:00,Y,1,100000,0,0,0,140066,,팩스,http://www.gijangcmc.or.kr/worldcup/04_intro/01_intro.asp,부산광역시 기장군 일광면 원리 39,부산광역시 기장군 일광면 원리 39,기장군도시관리공단,월드컵빌리지,051-792-4780,http://gijangcmc.or.kr,35.306055,129.242983,2018-02-14,
월드컵빌리지,월드컵빌리지,테니스장,없음,09:00,22:00,09:00,22:00,Y,1,5000,0,0,0,140066,,팩스,http://www.gijangcmc.or.kr/worldcup/04_intro/01_intro.asp,부산광역시 기장군 일광면 원리 39,부산광역시 기장군 일광면 원리 39,기장군도시관리공단,월드컵빌리지,051-792-4780,http://gijangcmc.or.kr,35.306055,129.242983,2018-02-14,
철마체육시설,철마체육시설,축구장,없음,09:00,18:00,09:00,18:00,Y,1,50000,0,0,0,22226,,팩스,http://www.gijangcmc.or.kr/cmspo/04_intro/01_intro.asp,부산광역시 기장군 철마면 연구리 566,부산광역시 기장군 철마면 연구리 566,기장군도시관리공단,철마체육시설,051-792-4820,http://gijangcmc.or.kr,35.27261652,129.154968,2018-02-14,
정관체육시설,정관체육시설,축구장,"설날,추석,신정",09:00,22:00,09:00,22:00,Y,1,"50,000",1,,1000,,"화장실,주차장",팩스,http://www.gijangcmc.or.kr/jgspo/04_intro/01_intro.asp,부산광역시 기장군 정관읍 정관중앙로 138-11,부산광역시 기장군 정관읍 방곡리 442,기장군도시관리공단,정관체육시설,051-792-4840,http://gijangcmc.or.kr,35.3285614,129.1817093,2018-02-14,
정관체육시설,정관체육시설,테니스장,"설날,추석,신정",09:00,22:00,09:00,22:00,Y,1,"5,000",1,,500,,"화장실,주차장",팩스,http://www.gijangcmc.or.kr/jgspo/04_intro/01_intro.asp,부산광역시 기장군 정관읍 정관중앙로 138-11,부산광역시 기장군 정관읍 방곡리 442,기장군도시관리공단,정관체육시설,051-792-4840,http://gijangcmc.or.kr,35.3285614,129.1817093,2018-02-14,
정관체육시설,정관체육시설,다목적경기장,"설날,추석,신정",09:00,22:00,09:00,22:00,N,0,0,0,0,200,,"화장실,주차장",팩스,http://www.gijangcmc.or.kr/jgspo/04_intro/01_intro.asp,부산광역시 기장군 정관읍 정관중앙로 138-11,부산광역시 기장군 정관읍 방곡리 442,기장군도시관리공단,정관체육시설,051-792-4840,http://gijangcmc.or.kr,35.3285614,129.1817093,2018-02-14,
정관체육시설,정관체육시설,족구장,"설날,추석,신정",09:00,22:00,09:00,22:00,N,0,0,0,0,200,,"화장실,주차장",팩스,http://www.gijangcmc.or.kr/jgspo/04_intro/01_intro.asp,부산광역시 기장군 정관읍 정관중앙로 138-11,부산광역시 기장군 정관읍 방곡리 442,기장군도시관리공단,정관체육시설,051-792-4840,http://gijangcmc.or.kr,35.3285614,129.1817093,2018-02-14,
남양 공동하수처리장 게이트볼장,남양 공동하수처리장,기타,N,06:00,23:00,06:00,23:00,N,,,,,,826,,,,경기도 화성시 남양동 967-20,경기도 화성시 남양읍 남양리 967-20번지,화성엔바이로,,,,37.1934678,126.7968832,2017-11-21,
장안천가족휴게공원,장안천가족휴게공원,야구장,"명절, 신정",09:00,22:00,08:00,22:00,Y,3,154000,1,,2000,,"기록실, 조명, 전광판, 음향장비, 화장실",팩스,http://www.gijangcmc.or.kr/baseball/04_intro/02_intro.asp,부산광역시 기장군 장안읍 길천리 343-1,부산광역시 기장군 장안읍 길천리 343-1,기장군도시관리공단,장안천가족휴게공원,051-792-4810,http://gijangcmc.or.kr,35.332591,129.279409,2018-02-14,
기장-현대차 드림 볼파크,기장-현대차 드림 볼파크,야구장,"명절, 신정",09:00,22:00,08:00,21:50,Y,3,300000,1,,6000,,"기록실, 의무실, 심판실, 관제탑, 조명, 전광판, 음향장비, 화장실",팩스,http://www.gijangcmc.or.kr/baseball/04_intro/01_intro.asp,부산광역시 기장군 일광면 체육공원 1로 155,부산광역시 기장군 일광면 동백리 425-1,기장군도시관리공단,기장-현대차 드림 볼파크,051-792-4890,http://gijangcmc.or.kr,35.2968791,129.240979,2018-02-14,
정관노인복지관,정관노인복지관,강의실,일요일 및 공휴일,09:00,18:00,09:00,13:00,N,4,0,0,0,0,3995,"음향장비, 빔프로젝터, 냉난방기",방문,http://www.gijangcmc.or.kr/culture/culture09.asp,부산광역시 기장군 정관읍 정관중앙로 83-14,부산광역시 기장군 정관읍 정관중앙로 83-14,기장군도시관리공단,정관노인복지관,051-792-4920,http://gijangcmc.or.kr,35.324792,129.179899,2018-02-14,
달성군청 문화복지동 대강당,대강당,강당,없음,09:00,22:00,09:00,22:00,Y,4,,1,,432,863,냉난방시설+피아노+빔프로젝터+조명,서면,http://www.dalseong.daegu.kr/dalseong/country/page.html?mc=0271,대구광역시 달성군 달성군청로 33,,대구광역시 달성군청,자치행정국 회계과,053-668-2266,http://www.dalseong.daegu.kr,35.7748546,128.4317025,2018-01-31,
달성군청 예식장(웨딩아젤리아),예식장,기타,없음,10:00,16:00,10:00,16:00,Y,2,100000,1,20000,220,923,뷰티룸+신부대기실+폐백실+피아노+빔프로젝터+조명+음향,서면,http://www.dalseong.daegu.kr/dalseong/country/page.html?mc=0272,대구광역시 달성군 달성군청로 33,,대구광역시 달성군청,자치행정국 회계과,053-668-2266,http://www.dalseong.daegu.kr,35.7748546,128.4317025,2018-01-31,
구수산도서관 시청각실,구수산도서관,강당,"매월 두번째, 네번째 월요일",09:00,22:00,09:00,17:00,Y,4,30000,1,30000,163,210,"빔프로젝트1대, 피아노1대, 무선마이크2개, 컴퓨터1대, 의자163석",방문.전화,http://lib.buk.daegu.kr/bukgs/index.php?g_page=guide&m_page=guide03_02,대구광역시 북구 대천로 21 (읍내동),,대구광역시 북구청,평생교육과,053-665-4267,http://lib.buk.daegu.kr/library/,35.938785,128.552383,2018-02-13,
북구청소년회관 아트홀,북구청소년회관,강당,"매월 첫째, 셋째 일요일",08:00,21:00,08:00,21:00,Y,4,70000,1,70000,200,435,"조명, 음향 ,CD및카세트 ,유선마이크2개 ,무선마이크2개, 덧마루, 피아노, 빔프로젝터, 극장식의자183석",방문.전화,http://www.bukguzzang.co.kr/sub/sub02_03.php,대구광역시 북구 검단로 71-17 (산격동),,대구광역시 북구청,평생교육과,053-383-1355,http://www.bukguzzang.co.kr/,35.905606,128.616009,2018-02-13,
어울아트센터 동아리방 1,어울아트센터,다목적실,없음,09:00,22:00,09:00,22:00,Y,3,5500,1,5500,10,37,"드럼, 기타 엠프, 신디사이저 등",방문.전화,http://www.bukarts.org/sub1/sub1_4_12.php,대구광역시 북구 구암로47 (관음동),,대구광역시 북구청,어울아트센터,053-665-3085,http://www.bukarts.org,35.934767,128.546640,2018-02-13,
어울아트센터 동아리방 2,어울아트센터,다목적실,없음,09:00,22:00,09:00,22:00,Y,3,5500,1,5500,10,37,기악 연습실 및 회의실,방문.전화,http://www.bukarts.org/sub1/sub1_4_12.php,대구광역시 북구 구암로47 (관음동),,대구광역시 북구청,어울아트센터,053-665-3085,http://www.bukarts.org,35.934767,128.546640,2018-02-13,
어울아트센터 동아리방 3,어울아트센터,다목적실,없음,09:00,22:00,09:00,22:00,Y,3,5500,1,5500,5,33,피아노,방문.전화,http://www.bukarts.org/sub1/sub1_4_12.php,대구광역시 북구 구암로47 (관음동),,대구광역시 북구청,어울아트센터,053-665-3085,http://www.bukarts.org,35.934767,128.546640,2018-02-13,
어울아트센터 연습실,어울아트센터,다목적실,없음,09:00,22:00,09:00,22:00,Y,3,9900,1,9900,50,175,피아노(합창연습실),방문.전화,http://www.bukarts.org/sub1/sub1_4_12.php,대구광역시 북구 구암로47 (관음동),,대구광역시 북구청,어울아트센터,053-665-3085,http://www.bukarts.org,35.934767,128.546640,2018-02-13,
어울아트센터 소공연장,어울아트센터,강당,없음,09:00,22:00,09:00,22:00,Y,3,22000,1,22000,116,334,"조명, 음향, 무대, 객석",방문.전화,http://www.bukarts.org/sub1/sub1_4_12.php,대구광역시 북구 구암로47 (관음동),,대구광역시 북구청,어울아트센터,053-665-3085,http://www.bukarts.org,35.934767,128.546640,2018-02-13,
큰재봉공원 농구장,큰재봉공원,농구장,N,06:00,23:00,06:00,23:00,N,,,,,,550,,,,경기도 화성시 석우동 45,경기도 화성시 석우동 45,화성도시공사,,,,37.2139656,127.0824985,2017-11-21,
어울아트센터 대공연장,어울아트센터,강당,없음,09:00,22:00,09:00,22:00,Y,4,88000,1,88000,434,2108,"피아노2대,조명시설,음향시설,무대시설, 냉난방시설",방문.전화,http://www.bukarts.org/sub1/sub1_4_2.php,대구광역시 북구 구암로47 (관음동),,대구광역시 북구청,어울아트센터,053-665-3085,http://www.bukarts.org,35.934767,128.546640,2018-02-13,
어울아트센터 전시실,어울아트센터,전시실,없음,09:00,22:00,09:00,22:00,Y,14,55000,1,55000,50,217,냉난방기,방문.전화,http://www.bukarts.org/sub1/sub1_4_3.php,대구광역시 북구 구암로47 (관음동),,대구광역시 북구청,어울아트센터,053-665-3085,http://www.bukarts.org,35.934767,128.546640,2018-02-13,
고성동주민센터 강당,고성동 주민자치센터,강당,"토요일, 공휴일",09:00,18:00,00:00,00:00,N,,,,,200,530,"빔프로젝터 1대, 음향시설, 책상 20개, 의자  100개, 러닝머신 3대, 헬스싸이클  3대, 노르딕 트랙  3대",방문.전화,,대구광역시 북구 고성로31길 21 (고성동3가),,대구광역시 북구청,고성동주민센터,053-665-3301,http://www.buk.daegu.kr/dong/index.do?menu_id=00000538,35.881932,128.583587,2018-02-13,
무태조야동 주민자치센터 강당,무태조야동 주민자치센터,강당,"토요일, 일요일, 공휴일",09:00,18:00,00:00,00:00,N,,,,,118,225.2,"빔프로젝터, 책상, 의자, 음향장비",방문.전화,,대구광역시 북구 호국로43길 20 (서변동),대구광역시 북구 서변동 1777,대구광역시 북구청,무태조야동행정복지센터,053-665-3735,http://www.buk.daegu.kr/dong/index.do?menu_id=00000538,35.921536,128.597093,2018-02-13,
무태조야동 주민자치센터 회의실,무태조야동 주민자치센터,회의실,"토요일, 일요일, 공휴일",09:00,18:00,00:00,00:00,N,,,,,44,84.36,"책상, 의자, 음향장비",방문.전화,,대구광역시 북구 호국로43길 20 (서변동),대구광역시 북구 서변동 1777,대구광역시 북구청,무태조야동행정복지센터,053-665-3735,http://www.buk.daegu.kr/dong/index.do?menu_id=00000538,35.921536,128.597093,2018-02-13,
관음동행정복지센터 회의실,관음동행정복지센터,회의실,"토요일, 공휴일",09:00,18:00,00:00,00:00,N,,,,,50,,,방문.전화,,대구광역시 북구 관음동로 125 (관음동),,대구광역시 북구청,관음동행정복지센터센터,053-665-3827,http://www.buk.daegu.kr/dong/index.do?menu_id=00000538,35.944241,128.547333,2018-02-13,
국우동행정복지센터센터 회의실,국우동행정복지센터센터,회의실,"매주 화요일, 토요일, 공휴일",09:00,16:00,00:00,00:00,N,,,,,50,298,,방문.전화,,대구광역시 북구 구리로 188 (국우동),,대구광역시 북구청,국우동행정복지센터센터,053-665-3882,http://www.buk.daegu.kr/dong/index.do?menu_id=00000538,35.948016,128.575405,2018-02-13,
개나리공원 농구장,개나리공원,농구장,N,06:00,23:00,06:00,23:00,N,,,,,,300,,,,경기도 화성시 반송동 28,경기도 화성시 반송동 28,화성도시공사,,,,37.2085788,127.0649417,2017-11-21,
읍내동행정복지센터센터 회의실,읍내동행정복지센터센터,회의실,"토요일, 공휴일",09:00,18:00,00:00,00:00,N,,,,,40,,"탁구대,요가매트,책상,의자",방문.전화,,대구광역시 북구 칠곡중앙대로 561 (읍내동),,대구광역시 북구청,읍내동행정복지센터센터,053-665-3323,http://www.buk.daegu.kr/dong/index.do?menu_id=00000538,35.945936,128.550629,2018-02-13,
